product,manufacturer,property,predicted_value,confidence,prediction_method,donor_1_actual_value,donor_1_manufacturer,donor_1_product,donor_1_weight,donor_2_actual_value,donor_2_manufacturer,donor_2_product,donor_2_weight,donor_3_actual_value,donor_3_manufacturer,donor_3_product,donor_3_weight
n-Dotriacontane (C32),Literature,density_solid,847.7868,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),850.0,Rubitherm Technologies,RT54HC,0.397,880.0,Rubitherm Technologies,RT45HC,0.349,800.0,Rubitherm Technologies,RT44HC,0.254
n-Docosane (C22),Literature,Cp_liquid,2.06,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.04,Literature,Myristic acid (C14),0.759,2.16,PureTemp,PureTemp 63,0.186,2.0,Rubitherm Technologies,RT64HC,0.056
n-Tricosane (C23),Literature,Cp_liquid,2.3921,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.4,Pluss Advanced Technologies,savE® OM49,0.678,2.38,PureTemp,PureTemp 60,0.273,2.35,Pluss Advanced Technologies,savE® OM48,0.049
Paraffin/Expanded graphite (85.56% paraffin),Literature,Cp_liquid,2.0136,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.04,Literature,Myristic acid (C14),0.341,2.0,Rubitherm Technologies,RT64HC,0.33,2.0,Rubitherm Technologies,RT69HC,0.329
Paraffin/HDPE PCM3,Literature,Cp_liquid,2.1911,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.15,PCM Products Ltd.,PlusICE A52,0.473,2.3,CrodaTherm,CrodaTherm 60,0.274,2.15,PCM Products Ltd.,PlusICE A50,0.253
Paraffin/HDPE PCM6,Literature,Cp_liquid,2.1911,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.15,PCM Products Ltd.,PlusICE A52,0.473,2.3,CrodaTherm,CrodaTherm 60,0.274,2.15,PCM Products Ltd.,PlusICE A50,0.253
Paraffin/HDPE PCM2,Literature,Cp_liquid,2.062,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.04,Literature,Myristic acid (C14),0.729,2.16,PureTemp,PureTemp 63,0.205,2.0,Rubitherm Technologies,RT64HC,0.066
n-Tetracosane (C24),Literature,Cp_liquid,2.3915,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.4,Pluss Advanced Technologies,savE® OM49,0.659,2.38,PureTemp,PureTemp 60,0.287,2.35,Pluss Advanced Technologies,savE® OM48,0.055
Paraffin/Expanded graphite (92% paraffin),Literature,Cp_liquid,2.7701,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.76,Pluss Advanced Technologies,savE® OM55,0.494,2.78,Pluss Advanced Technologies,savE® OM42,0.484,2.78,Pluss Advanced Technologies,savE® OM50,0.023
n-Pentacosane (C25),Literature,Cp_liquid,2.3915,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.4,Pluss Advanced Technologies,savE® OM49,0.657,2.38,PureTemp,PureTemp 60,0.287,2.35,Pluss Advanced Technologies,savE® OM48,0.055
Myristic acid/NBR-1.0,Literature,Cp_liquid,2.7704,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.78,Pluss Advanced Technologies,savE® OM42,0.486,2.76,Pluss Advanced Technologies,savE® OM55,0.479,2.78,Pluss Advanced Technologies,savE® OM50,0.034
Myristic acid/NBR-0.5,Literature,Cp_liquid,2.7741,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.78,Pluss Advanced Technologies,savE® OM50,0.407,2.78,Pluss Advanced Technologies,savE® OM42,0.297,2.76,Pluss Advanced Technologies,savE® OM55,0.296
Palmitic-stearic acid/Expanded graphite,Literature,Cp_liquid,2.8282,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.78,Pluss Advanced Technologies,savE® OM50,0.839,3.32,Pluss Advanced Technologies,savE® OM65,0.089,2.78,Pluss Advanced Technologies,savE® OM42,0.072
n-Hexacosane (C26),Literature,Cp_liquid,2.3821,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.38,PureTemp,PureTemp 60,0.431,2.4,Pluss Advanced Technologies,savE® OM49,0.384,2.35,Pluss Advanced Technologies,savE® OM48,0.185
n-Heptacosane (C27),Literature,Cp_liquid,2.3822,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.38,PureTemp,PureTemp 60,0.432,2.4,Pluss Advanced Technologies,savE® OM49,0.385,2.35,Pluss Advanced Technologies,savE® OM48,0.183
Palmitic acid/Expanded graphite (80/20),Literature,Cp_liquid,2.7774,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.78,Pluss Advanced Technologies,savE® OM50,0.736,2.78,Pluss Advanced Technologies,savE® OM42,0.132,2.76,Pluss Advanced Technologies,savE® OM55,0.132
n-Octacosane (C28),Literature,Cp_liquid,2.3849,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.38,PureTemp,PureTemp 60,0.584,2.4,Pluss Advanced Technologies,savE® OM49,0.347,2.35,Pluss Advanced Technologies,savE® OM48,0.069
Palmitic acid (C16),Literature,Cp_liquid,2.1465,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.16,PureTemp,PureTemp 63,0.854,2.04,Literature,Myristic acid (C14),0.11,2.15,PCM Products Ltd.,PlusICE A52,0.037
n-Nonacosane (C29),Literature,Cp_liquid,2.1268,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.16,PureTemp,PureTemp 63,0.557,2.04,Literature,Myristic acid (C14),0.261,2.15,PCM Products Ltd.,PlusICE A52,0.182
n-Triacontane (C30),Literature,Cp_liquid,2.3841,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.38,PureTemp,PureTemp 60,0.71,2.4,Pluss Advanced Technologies,savE® OM49,0.255,2.35,Pluss Advanced Technologies,savE® OM48,0.034
PureTemp 68,PureTemp,Cp_liquid,2.386,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.4,Pluss Advanced Technologies,savE® OM49,0.51,2.38,PureTemp,PureTemp 60,0.349,2.35,Pluss Advanced Technologies,savE® OM48,0.141
n-Hentriacontane (C31),Literature,Cp_liquid,2.3187,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.35,Literature,Stearic acid (C18),0.504,2.35,Pluss Advanced Technologies,savE® OM48,0.255,2.22,PCM Products Ltd.,PlusICE A58,0.241
n-Dotriacontane (C32),Literature,Cp_liquid,2.8095,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.78,Pluss Advanced Technologies,savE® OM50,0.898,3.32,Pluss Advanced Technologies,savE® OM65,0.055,2.78,Pluss Advanced Technologies,savE® OM42,0.048
n-Docosane (C22),Literature,Cp_solid,2.0,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.0,Rubitherm Technologies,RT69HC,0.749,2.0,Rubitherm Technologies,RT64HC,0.133,2.0,Rubitherm Technologies,RT45HC,0.119
Lauric acid (C12),Literature,Cp_solid,1.9983,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.0,Rubitherm Technologies,RT69HC,0.436,2.0,Rubitherm Technologies,RT45HC,0.392,1.99,PureTemp,PureTemp 63,0.173
n-Tricosane (C23),Literature,Cp_solid,2.0624,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.1,Pluss Advanced Technologies,savE® OM49,0.574,2.02,Pluss Advanced Technologies,savE® OM48,0.251,2.0,Rubitherm Technologies,RT55,0.174
Paraffin/Expanded graphite (85.56% paraffin),Literature,Cp_solid,1.9982,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.0,Rubitherm Technologies,RT45HC,0.427,2.0,Rubitherm Technologies,RT69HC,0.394,1.99,PureTemp,PureTemp 63,0.178
Paraffin/HDPE PCM3,Literature,Cp_solid,2.0198,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.04,PureTemp,PureTemp 60,0.494,2.0,Rubitherm Technologies,RT55,0.391,2.0,Rubitherm Technologies,RT50,0.115
Paraffin/HDPE PCM6,Literature,Cp_solid,2.0198,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.04,PureTemp,PureTemp 60,0.494,2.0,Rubitherm Technologies,RT55,0.391,2.0,Rubitherm Technologies,RT50,0.115
Paraffin/HDPE PCM2,Literature,Cp_solid,2.0158,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.04,PureTemp,PureTemp 60,0.396,2.0,Rubitherm Technologies,RT55,0.351,2.0,Rubitherm Technologies,RT50,0.254
n-Tetracosane (C24),Literature,Cp_solid,2.0,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.0,Rubitherm Technologies,RT44HC,0.647,2.0,Rubitherm Technologies,RT70HC,0.183,2.0,Rubitherm Technologies,RT57HC,0.17
Paraffin/Expanded graphite (92% paraffin),Literature,Cp_solid,3.2037,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),3.33,Pluss Advanced Technologies,savE® OM50,0.479,2.71,Pluss Advanced Technologies,savE® OM42,0.266,3.48,Pluss Advanced Technologies,savE® OM65,0.255
n-Pentacosane (C25),Literature,Cp_solid,2.0465,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.0,Rubitherm Technologies,RT55,0.339,2.1,Pluss Advanced Technologies,savE® OM49,0.334,2.04,PureTemp,PureTemp 60,0.326
Myristic acid/NBR-1.0,Literature,Cp_solid,2.891,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.71,Pluss Advanced Technologies,savE® OM42,0.447,3.33,Pluss Advanced Technologies,savE® OM50,0.304,2.68,Pluss Advanced Technologies,savE® OM55,0.249
Myristic acid/NBR-0.5,Literature,Cp_solid,2.9252,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.71,Pluss Advanced Technologies,savE® OM42,0.403,3.33,Pluss Advanced Technologies,savE® OM50,0.359,2.68,Pluss Advanced Technologies,savE® OM55,0.239
Palmitic-stearic acid/Expanded graphite,Literature,Cp_solid,3.242,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),3.33,Pluss Advanced Technologies,savE® OM50,0.544,3.48,Pluss Advanced Technologies,savE® OM65,0.253,2.71,Pluss Advanced Technologies,savE® OM42,0.203
n-Hexacosane (C26),Literature,Cp_solid,2.1982,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.22,PCM Products Ltd.,PlusICE A58,0.489,2.2,PCM Products Ltd.,PlusICE A62,0.279,2.15,PCM Products Ltd.,PlusICE A50,0.231
n-Heptacosane (C27),Literature,Cp_solid,2.1985,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.22,PCM Products Ltd.,PlusICE A58,0.495,2.2,PCM Products Ltd.,PlusICE A62,0.277,2.15,PCM Products Ltd.,PlusICE A50,0.228
Palmitic acid/Expanded graphite (80/20),Literature,Cp_solid,2.9357,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.71,Pluss Advanced Technologies,savE® OM42,0.39,3.33,Pluss Advanced Technologies,savE® OM50,0.375,2.68,Pluss Advanced Technologies,savE® OM55,0.235
n-Octacosane (C28),Literature,Cp_solid,2.0509,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.02,Pluss Advanced Technologies,savE® OM48,0.699,2.1,Pluss Advanced Technologies,savE® OM49,0.164,2.15,PCM Products Ltd.,PlusICE A52,0.137
Palmitic acid (C16),Literature,Cp_solid,2.0,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.0,Rubitherm Technologies,RT69HC,0.67,2.0,Rubitherm Technologies,RT64HC,0.186,2.0,Rubitherm Technologies,RT45HC,0.144
n-Nonacosane (C29),Literature,Cp_solid,1.992,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),1.99,PureTemp,PureTemp 63,0.796,2.0,Rubitherm Technologies,RT44HC,0.116,2.0,Rubitherm Technologies,RT70HC,0.088
n-Triacontane (C30),Literature,Cp_solid,2.0838,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.02,Pluss Advanced Technologies,savE® OM48,0.509,2.15,PCM Products Ltd.,PlusICE A52,0.256,2.15,PCM Products Ltd.,PlusICE A50,0.234
Stearic acid (C18),Literature,Cp_solid,2.0,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.0,Rubitherm Technologies,RT69HC,0.916,2.0,Rubitherm Technologies,RT45HC,0.045,2.0,Rubitherm Technologies,RT64HC,0.039
PureTemp 68,PureTemp,Cp_solid,2.07,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.1,Pluss Advanced Technologies,savE® OM49,0.655,2.02,Pluss Advanced Technologies,savE® OM48,0.224,2.0,Rubitherm Technologies,RT55,0.121
n-Hentriacontane (C31),Literature,Cp_solid,2.0,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),2.0,Rubitherm Technologies,RT69HC,0.955,2.0,Rubitherm Technologies,RT45HC,0.024,2.0,Rubitherm Technologies,RT64HC,0.02
n-Dotriacontane (C32),Literature,Cp_solid,3.2304,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),3.33,Pluss Advanced Technologies,savE® OM50,0.522,3.48,Pluss Advanced Technologies,savE® OM65,0.255,2.71,Pluss Advanced Technologies,savE® OM42,0.222
RT42,Rubitherm Technologies,TC_liquid,0.15,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.15,PureTemp,PureTemp 53,0.773,0.15,PureTemp,PureTemp 58,0.138,0.15,PureTemp,PureTemp 60,0.089
RT44HC,Rubitherm Technologies,TC_liquid,0.1736,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.17,CrodaTherm,CrodaTherm 60,0.523,0.18,PCM Products Ltd.,PlusICE A52,0.326,0.172,Literature,Stearic acid (C18),0.151
RT47,Rubitherm Technologies,TC_liquid,0.15,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.15,PureTemp,PureTemp 53,0.846,0.15,PureTemp,PureTemp 58,0.09,0.15,PureTemp,PureTemp 60,0.063
n-Docosane (C22),Literature,TC_liquid,0.1733,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.17,CrodaTherm,CrodaTherm 60,0.571,0.18,PCM Products Ltd.,PlusICE A52,0.304,0.172,Literature,Stearic acid (C18),0.125
RT45HC,Rubitherm Technologies,TC_liquid,0.1735,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.17,CrodaTherm,CrodaTherm 60,0.526,0.18,PCM Products Ltd.,PlusICE A52,0.325,0.172,Literature,Stearic acid (C18),0.15
n-Tricosane (C23),Literature,TC_liquid,0.1712,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.17,CrodaTherm,CrodaTherm 60,0.853,0.18,PCM Products Ltd.,PlusICE A52,0.115,0.172,Literature,Stearic acid (C18),0.032
RT50,Rubitherm Technologies,TC_liquid,0.1462,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.147,Literature,Lauric acid (C12),0.793,0.14,Pluss Advanced Technologies,savE® OM50,0.141,0.15,PureTemp,PureTemp 53,0.066
Paraffin/Expanded graphite (85.56% paraffin),Literature,TC_liquid,0.1394,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.14,Pluss Advanced Technologies,savE® OM50,0.689,0.13,Pluss Advanced Technologies,savE® OM65,0.161,0.147,Literature,Lauric acid (C12),0.15
Paraffin/HDPE PCM3,Literature,TC_liquid,0.1426,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.147,Literature,Lauric acid (C12),0.523,0.14,Pluss Advanced Technologies,savE® OM50,0.372,0.13,Pluss Advanced Technologies,savE® OM65,0.106
Paraffin/HDPE PCM6,Literature,TC_liquid,0.1426,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.147,Literature,Lauric acid (C12),0.523,0.14,Pluss Advanced Technologies,savE® OM50,0.372,0.13,Pluss Advanced Technologies,savE® OM65,0.106
Paraffin/HDPE PCM2,Literature,TC_liquid,0.1464,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.147,Literature,Lauric acid (C12),0.841,0.14,Pluss Advanced Technologies,savE® OM50,0.106,0.15,PureTemp,PureTemp 53,0.053
n-Tetracosane (C24),Literature,TC_liquid,0.1727,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.17,CrodaTherm,CrodaTherm 60,0.655,0.18,PCM Products Ltd.,PlusICE A52,0.256,0.172,Literature,Stearic acid (C18),0.09
Paraffin/Expanded graphite (92% paraffin),Literature,TC_liquid,0.1285,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.13,Pluss Advanced Technologies,savE® OM65,0.569,0.14,Pluss Advanced Technologies,savE® OM50,0.287,0.1,Pluss Advanced Technologies,savE® OM55,0.144
RT54HC,Rubitherm Technologies,TC_liquid,0.1719,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.18,PCM Products Ltd.,PlusICE A50,0.457,0.172,Literature,Stearic acid (C18),0.374,0.15,PureTemp,PureTemp 63,0.17
RT55,Rubitherm Technologies,TC_liquid,0.1467,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.147,Literature,Lauric acid (C12),0.926,0.14,Pluss Advanced Technologies,savE® OM50,0.048,0.15,PureTemp,PureTemp 53,0.027
n-Pentacosane (C25),Literature,TC_liquid,0.1725,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.17,CrodaTherm,CrodaTherm 60,0.686,0.18,PCM Products Ltd.,PlusICE A52,0.236,0.172,Literature,Stearic acid (C18),0.078
Myristic acid/NBR-1.0,Literature,TC_liquid,0.1382,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.14,Pluss Advanced Technologies,savE® OM50,0.508,0.13,Pluss Advanced Technologies,savE® OM65,0.31,0.147,Literature,Lauric acid (C12),0.182
Myristic acid/NBR-0.5,Literature,TC_liquid,0.1381,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.14,Pluss Advanced Technologies,savE® OM50,0.504,0.13,Pluss Advanced Technologies,savE® OM65,0.314,0.147,Literature,Lauric acid (C12),0.182
Palmitic-stearic acid/Expanded graphite,Literature,TC_liquid,0.1387,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.14,Pluss Advanced Technologies,savE® OM50,0.574,0.13,Pluss Advanced Technologies,savE® OM65,0.249,0.147,Literature,Lauric acid (C12),0.177
RT57HC,Rubitherm Technologies,TC_liquid,0.1735,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.17,CrodaTherm,CrodaTherm 60,0.525,0.18,PCM Products Ltd.,PlusICE A52,0.325,0.172,Literature,Stearic acid (C18),0.15
n-Hexacosane (C26),Literature,TC_liquid,0.1774,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.18,PCM Products Ltd.,PlusICE A52,0.413,0.172,Literature,Stearic acid (C18),0.322,0.18,PCM Products Ltd.,PlusICE A50,0.265
RT60,Rubitherm Technologies,TC_liquid,0.1468,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.147,Literature,Lauric acid (C12),0.942,0.14,Pluss Advanced Technologies,savE® OM50,0.037,0.15,PureTemp,PureTemp 53,0.021
n-Heptacosane (C27),Literature,TC_liquid,0.1796,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.18,PCM Products Ltd.,PlusICE A50,0.942,0.172,Literature,Stearic acid (C18),0.052,0.18,PCM Products Ltd.,PlusICE A52,0.005
Palmitic acid/Expanded graphite (80/20),Literature,TC_liquid,0.1384,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.14,Pluss Advanced Technologies,savE® OM50,0.531,0.13,Pluss Advanced Technologies,savE® OM65,0.288,0.147,Literature,Lauric acid (C12),0.181
RT65,Rubitherm Technologies,TC_liquid,0.1468,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.147,Literature,Lauric acid (C12),0.952,0.14,Pluss Advanced Technologies,savE® OM50,0.03,0.15,PureTemp,PureTemp 53,0.017
n-Octacosane (C28),Literature,TC_liquid,0.2261,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.23,Literature,n-Triacontane (C30),0.609,0.22,PCM Products Ltd.,PlusICE A62,0.319,0.22,PCM Products Ltd.,PlusICE A58,0.072
RT62HC,Rubitherm Technologies,TC_liquid,0.1734,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.17,CrodaTherm,CrodaTherm 60,0.553,0.18,PCM Products Ltd.,PlusICE A52,0.312,0.172,Literature,Stearic acid (C18),0.134
RT64HC,Rubitherm Technologies,TC_liquid,0.2627,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.27,Pluss Advanced Technologies,savE® OM49,0.71,0.25,Literature,Myristic acid (C14),0.213,0.23,Literature,n-Triacontane (C30),0.077
n-Nonacosane (C29),Literature,TC_liquid,0.2572,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.27,Pluss Advanced Technologies,savE® OM49,0.52,0.25,Literature,Myristic acid (C14),0.319,0.23,Literature,n-Triacontane (C30),0.161
PureTemp 68,PureTemp,TC_liquid,0.2506,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.25,Literature,Myristic acid (C14),0.921,0.27,Pluss Advanced Technologies,savE® OM49,0.055,0.23,Literature,n-Triacontane (C30),0.024
n-Hentriacontane (C31),Literature,TC_liquid,0.1775,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.18,PCM Products Ltd.,PlusICE A50,0.622,0.172,Literature,Stearic acid (C18),0.316,0.18,PCM Products Ltd.,PlusICE A52,0.062
RT69HC,Rubitherm Technologies,TC_liquid,0.2586,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.27,Pluss Advanced Technologies,savE® OM49,0.567,0.25,Literature,Myristic acid (C14),0.297,0.23,Literature,n-Triacontane (C30),0.135
n-Dotriacontane (C32),Literature,TC_liquid,0.139,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.14,Pluss Advanced Technologies,savE® OM50,0.615,0.13,Pluss Advanced Technologies,savE® OM65,0.215,0.147,Literature,Lauric acid (C12),0.17
RT70HC,Rubitherm Technologies,TC_liquid,0.1771,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.18,PCM Products Ltd.,PlusICE A50,0.547,0.172,Literature,Stearic acid (C18),0.36,0.18,PCM Products Ltd.,PlusICE A52,0.094
RT42,Rubitherm Technologies,TC_solid,0.2066,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.21,Pluss Advanced Technologies,savE® OM50,0.736,0.2,Pluss Advanced Technologies,savE® OM46,0.192,0.19,Pluss Advanced Technologies,savE® OM65,0.072
RT44HC,Rubitherm Technologies,TC_solid,0.3059,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.33,Pluss Advanced Technologies,savE® OM49,0.466,0.29,CrodaTherm,CrodaTherm 60,0.464,0.25,PureTemp,PureTemp 60,0.07
RT47,Rubitherm Technologies,TC_solid,0.2057,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.21,Pluss Advanced Technologies,savE® OM50,0.567,0.2,Pluss Advanced Technologies,savE® OM46,0.268,0.2,Pluss Advanced Technologies,savE® OM48,0.165
n-Docosane (C22),Literature,TC_solid,0.3073,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.33,Pluss Advanced Technologies,savE® OM49,0.478,0.29,CrodaTherm,CrodaTherm 60,0.475,0.25,PureTemp,PureTemp 60,0.047
Lauric acid (C12),Literature,TC_solid,0.1813,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.18,PCM Products Ltd.,PlusICE A52,0.939,0.2,Pluss Advanced Technologies,savE® OM48,0.048,0.21,Pluss Advanced Technologies,savE® OM50,0.013
RT45HC,Rubitherm Technologies,TC_solid,0.3059,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.33,Pluss Advanced Technologies,savE® OM49,0.466,0.29,CrodaTherm,CrodaTherm 60,0.464,0.25,PureTemp,PureTemp 60,0.07
n-Tricosane (C23),Literature,TC_solid,0.307,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.33,Pluss Advanced Technologies,savE® OM49,0.476,0.29,CrodaTherm,CrodaTherm 60,0.473,0.25,PureTemp,PureTemp 60,0.051
RT50,Rubitherm Technologies,TC_solid,0.2077,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.21,Pluss Advanced Technologies,savE® OM50,0.814,0.2,Pluss Advanced Technologies,savE® OM46,0.138,0.19,Pluss Advanced Technologies,savE® OM65,0.048
Paraffin/Expanded graphite (85.56% paraffin),Literature,TC_solid,0.1933,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.18,PCM Products Ltd.,PlusICE A52,0.535,0.2,Pluss Advanced Technologies,savE® OM48,0.262,0.22,PCM Products Ltd.,PlusICE A62,0.203
Paraffin/HDPE PCM3,Literature,TC_solid,0.2051,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.21,Pluss Advanced Technologies,savE® OM50,0.51,0.2,Pluss Advanced Technologies,savE® OM46,0.276,0.2,Pluss Advanced Technologies,savE® OM48,0.214
Paraffin/HDPE PCM6,Literature,TC_solid,0.2058,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.21,Pluss Advanced Technologies,savE® OM50,0.578,0.2,Pluss Advanced Technologies,savE® OM46,0.265,0.2,Pluss Advanced Technologies,savE® OM48,0.156
Paraffin/HDPE PCM2,Literature,TC_solid,0.2081,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.21,Pluss Advanced Technologies,savE® OM50,0.846,0.2,Pluss Advanced Technologies,savE® OM46,0.12,0.19,Pluss Advanced Technologies,savE® OM65,0.034
n-Tetracosane (C24),Literature,TC_solid,0.306,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.33,Pluss Advanced Technologies,savE® OM49,0.468,0.29,CrodaTherm,CrodaTherm 60,0.466,0.25,PureTemp,PureTemp 60,0.067
Paraffin/Expanded graphite (92% paraffin),Literature,TC_solid,0.185,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.19,Pluss Advanced Technologies,savE® OM42,0.586,0.19,Pluss Advanced Technologies,savE® OM65,0.247,0.16,Pluss Advanced Technologies,savE® OM55,0.167
Myristic acid (C14),Literature,TC_solid,0.2158,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.22,PCM Products Ltd.,PlusICE A62,0.866,0.18,PCM Products Ltd.,PlusICE A52,0.076,0.2,Pluss Advanced Technologies,savE® OM48,0.058
RT54HC,Rubitherm Technologies,TC_solid,0.1991,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.18,PCM Products Ltd.,PlusICE A52,0.398,0.22,PCM Products Ltd.,PlusICE A62,0.355,0.2,Pluss Advanced Technologies,savE® OM48,0.247
RT55,Rubitherm Technologies,TC_solid,0.1973,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.2,Pluss Advanced Technologies,savE® OM48,0.606,0.18,PCM Products Ltd.,PlusICE A52,0.22,0.21,Pluss Advanced Technologies,savE® OM50,0.174
n-Pentacosane (C25),Literature,TC_solid,0.3055,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.33,Pluss Advanced Technologies,savE® OM49,0.463,0.29,CrodaTherm,CrodaTherm 60,0.461,0.25,PureTemp,PureTemp 60,0.076
Myristic acid/NBR-1.0,Literature,TC_solid,0.1715,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.16,Pluss Advanced Technologies,savE® OM55,0.507,0.18,PCM Products Ltd.,PlusICE A50,0.328,0.19,Pluss Advanced Technologies,savE® OM42,0.165
Myristic acid/NBR-0.5,Literature,TC_solid,0.1756,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.16,Pluss Advanced Technologies,savE® OM55,0.382,0.19,Pluss Advanced Technologies,savE® OM42,0.323,0.18,PCM Products Ltd.,PlusICE A50,0.295
Palmitic-stearic acid/Expanded graphite,Literature,TC_solid,0.1813,Standard,MICE + Random Forest + PMM (weighted blend of real donor values),0.19,Pluss Advanced Technologies,savE® OM42,0.456,0.16,Pluss Advanced Technologies,savE® OM55,0.289,0.19,Pluss Advanced Technologies,savE® OM65,0.255
